_0__________22222222222244440444 ...................2.....40.....
______________2222222233333_____ ........................3....40.

___________222222223333333333333 .....................3....40....

________222222222333333333_11111 ..................3....40.......

______22222223333333333334444444 ..............3....40...........

40_2__222_333333333333344444____ ...........3....40..............

_0_2_333333333333333444444______ ........3....40.................

33333333333333333344444440______ .....3....40....................

3333333333333333444444__________ ..3....40.......................

0000000_3333__4_________________ ...40...........................

30__0_00_00_____________________ 40.............................2

400_0__________________2222_____ ............................2...

404404444___________22222__44444 .........................2......

40_404__________2222223344111111 ......................2.........

3032_44_____22222233444444______ ..................2..........40.

30_______22222_334444444________ ...............2..........40....

______22222_33444444____________ ............2..........40.......

___22222_3344444________________ .........2..........40..........

_222___33444____________________ ......2..........40.............

0333_____________________2222222 ..2..........40................2

004444______________22222____444 ..........40................2...

40_4_____________22222___4455555 .......40................2......

40_4__________22222_____55555666 ....40................2........4

40440______22222__44__55________ .40................2........40..

22222222222222222222222444444442 .............2.......40.........

22222222222222222222444444443333 ..........2.......40............

222222222222222222__444444433333 .......2.......40...............

2222222222222222_333334000000__3 ....2.......40..................

222222222222_33333330000000____3 .2.......40.....................

2_________333333334000000__33333 .....40.........................

2__________3333____________33333 ..40............................

___________________________31133 0...............................

___3333____________3333333444440 ................................

_______________________333333333 ................................

___________3333_________________ .0..............................

__________________________111111 ............................3...

__________________________111111 .........................3......

__________________________111111 ......................3......4..

____________________________1111 ...................3......4.....

__________________________111111 ................3......4........

_____________________________111 ............3......4............

_______________________________1 .........3......4...............

_0_______________3333333________ ......3......4..................

_________________33333____333333 ...3......4.....................

________________333_____________ 3......4........................

____________________________1111 ...4............................

________33333333333333__________ 4...............................

______________________2222222222 ..............................2.

_________________222222222222222 ...........................2....

______________222222222222334444 ........................2......4

____________22222222222444444444 .....................2......40..

___________222222222_4444_111111 .................2......40......

________22222222233444444___1111 ..............2......40.........

_____222222223333344000044______ ...........2......40............

___2222223333333333333333______3 ........2......40...............

222233333333333333333333________ .....2......40..................

33333333333333333333333_________ .2......40......................

33333444333333333333____________ .....40.........................

3034_33333333333333_____________ ..40............................

3033333333333333333_____________ 0...............................

333333333333333333______________ ................................

_0___________________________111 ................................

________________________________ ................................

40_____________________________1 ..............................0.

____________________________1111 ...........................0....

____________________________1111 .......................0........

___________________________11111 ....................0...........

____________________________1111 .................0..............

__________________________111111 ..............0.................

____________________________1111 ...........0....................

_0______________________________ .......0........................

_0_________________________00000 ....0...........................

_0_________________________00000 .0..............................

_______________________333333333 .............................1..

_____________________11111111333 ..........................1.....

__________________11111133444444 .......................1........

_______________11111113__4444444 ...................1..........4.

_____________111111___444444444_ ................1..........4....

__________111111____44444444____ .............1..........4.......

_______111111____4444444_______4 ..........1..........4..........

____111111____444444________4444 .......1..........4.............

_111111_____4444__________444444 ...1..........4.................

1111____44444_________3_4444444_ 1..........4....................

_____44444_______3333344444444__ ........4.......................

__4444______33333334444444444___ .....4..........................

222222222222233334444000000_____ ..4.............................

22_2_________________________111 ................................

_________________________1111111 ...............................1

00000000___3333333333_000_______ ..40............................

00000____33333333__000__________ 0...............................

_______________________________3 ................................

__________________________111111 ................................

_________________________3333333 ................................

________________________33333333 ................................

________________________33333333 ................................

33333333___________________11111 ................................

_______________________1111111__ .............................1..

_____________________111111____4 .........................1......

__________________111111______44 ......................1.........

________________111111____444444 ...................1.........4..

_____________111111____44444444_ ................1.........4.....

__________111111____44444000____ .............1.........4........

______111111_____4444400________ .........1.........4.........1..

___111111____4444444__111111____ ......1.........4.........1.....

1111111_____444000___111111___44 ...1.........4.........1........

1111____4444000___111111____4400 1.........4.........1........40.

_____4440000___11111____44000000 .......4.........1........40...1

__4440000___11111____44444411111 ...4.........1........40...1....

4044444__11111____44441111111___ 4.........1........40...1.......

4__44_11111____4444111111___4444 .......1........40...1.........4

___1111_____4444111111____444444 ....1........40...1.........40..

111______44441111111___44444444_ .1........40...1.........40.....

______44441111111____4444444____ ......40...1.........40.........

___44411111111____444444________ ...40...1.........40............

___1111111____444444____________ 40...1.........40...............

111111_____44444________________ ..1.........40..................

11______44444___________________ .........40.....................

____444444______________________ .....40.........................

4_444___________________________ ..40............................

_0_______________________3333333 .............................3..

________________________33333333 ..........................3...40

_______________________333333333 ......................3...40....

__________________33333333444444 ...................3...40.......

2_______________3333333340000___ ................3...40..........

2___________333333334400000_____ .............3...40.............

0________3333333334000000_______ ..........3...40................

0____3333333334400000___________ ......3...40....................

2233333333334000000_____________ ...3...40.......................

2333333330000000________________ 3...40..........................

33333000000000__________________ .40.............................

00_00_______________333333__4444 ................................

_0__________33333344444443333333 ..............................1.

________333133_44444444411111114 ...........................1....

_______3113__4444441111111333444 .......................1........

_____11___4444411111113__4444000 ....................1........40.

________444411111113___44440000_ .................1........40....

_______4411111113__44440004_____ ..............1........40.......

____331111111___4440000_________ ...........1........40..........

_444111111____440000____________ .......1........40..............

111111____444000________________ ....1........40.................

111_____440000__________________ .1........40....................

_____4440000_333333_____________ .......40.......................

___440000_3333333_______________ ....40..........................

400_0___333333__________________ 40..............................

______33_______________333333333 ................................

_________0000_____________333333 ...0............................

__0__000000___________3333333333 ................................

______________________2222222222 ..............................2.

____________________222222222222 ..........................2...40

_________________222222222222222 .......................2...40...

______________222222222224440004 ....................2...40......

_0________22222222222240000000__ .................2...40.........

222222200000__33333_____________ ................3.........40....

20220_0____3333_________________ .............3.........40.......

00__0_______________________3333 ..........3.........40..........

00000000000_____________________ .......3.........40.............

40000000000_____________________ ....3.........40................

400000000______________________1 3.........40....................

40__0___________________________ .......40.......................

40__0___________________________ ....40..........................

___________________2222____66666 ..............................0.

___________________________66666 ...........................0....

_0_________________________66666 .......................0........

_0________________________666666 ....................0...........

_0______________________00666666 .................0..............

_______________________006666666 ..............0.................

00____________________0000000333 ...........0....................

0000_______________0000_33333333 .......0........................

0000_____________000__3333333333 ....0...........................

0000_______________3333333333333 .0..............................

0000______________333333333_____ ...............................1

__________________333___11111111 ............................1...

_____________________1111111____ ........................1.......

__________________111111___44444 .....................1.........4

_______________111111____4444444 ..................1.........4...

_____________111111____4444444__ ...............1.........4......

__________11111_____4444444_____ ............1.........4.........

_______11111_____444444_________ ........1.........4.............

___11111_____444444_____________ .....1.........4................

11111_____444444________________ ..1.........4...................

11_____444444___________________ .........4......................

___4444444_________________11111 ......4.........................

44444_______________________1111 ..4.............................

44_4______________________111111 .............................1..

______________________1111111___ ..........................1.....

___________________111111_______ .......................1........

________________111111____444444 ....................1..........4

_____________111111_____44444444 ................1..........4....

__________111111____444444444___ .............1..........4.......

_______111111____44444444_______ ..........1..........4..........

____111111____44444444__________ .......1..........4.............

_111111____44444444_____________ ....1..........4................

111______4444444________________ 1..........4....................

______4444444________________111 ........4.......................

__444444_______________________1 .....4..........................

_____________________________311 ..4.............................

________________________66666666 ................................

__________________________166666 ...............................0

_________________________1111666 ............................0...

_________________________6666666 .........................0......

_________________________0011111 .....................0..........

________________________________ ..................0.............

________________________________ ...............0................

______________________________11 ............0...................

________________________________ .........0......................

________________________________ .....0..........................

________________________________ ..0.............................

____________________________2222 ................................

___________________________11111 ................................

__________________________311111 .............................1..

______________________1111111___ ..........................1.....

____________________11111___4444 .......................1........

________________111111___4444000 ...................1.........40.

_____________111111____44440000_ ................1.........40....

___________111111___4444444_____ .............1.........40.......

________11111____4444444________ ..........1.........40..........

___111111_____444444____________ .....1...........40.............

11111______444444_______________ ..1...........40................

11________4444______________111_ ...........40...................

____4444444_____________________ ........40......................

_4444444________________________ .....40.........................

____________________________1111 .40.............................

____________________________1166 ................................

_3__3333333333344444____________ ................................

________________3333334444___111 ................................

________________________________ ................................

4__4____________________________ ................................

_____4444444___111111____4444444 ................................

400_____22222224444444__________ 0...............................

400000__________22200000000_____ ................................

40__000____33333___222222_______ ................................

00000_333333333_2222222444444___ ................................

_________________________1111111 ................................

___________3333333300_____222222 ................................

_____________3333333322222222444 ................................

________________________________ ................................

________________________________ ................................

33333334444_____________________ ................................

32222___________________________ ................................

_2222222________________________ ................................

________________________________ ................................

55___________________22222222222 ..............................3.

0______________22222222223333333 ...........................3....

______________2222222233333_____ ........................3....40.

___________222222223333333333333 .....................3....40....

________222222222333333333_11111 ..................3....40.......

______22222223333333333334444444 ..............3....40...........

40_2__222_333333333333344444____ ...........3....40..............

_0_2_333333333333333444444______ ........3....40.................

33333333333333333344444440______ .....3....40....................

3333333333333333444444__________ ..3....40.......................

0000000_3333__4_________________ ...40...........................

30__0_00_00_____________________ 40.............................2

400_0__________________2222_____ ............................2...

404404444___________22222__44444 .........................2......

40_404__________2222223344111111 ......................2.........

3032_44_____22222233444444______ ..................2..........40.

30_______22222_334444444________ ...............2..........40....

______22222_33444444____________ ............2..........40.......

___22222_3344444________________ .........2..........40..........

_222___33444____________________ ......2..........40.............

0333_____________________2222222 ..2..........40................2

004444______________22222____444 ..........40................2...

40_4_____________22222___4455555 .......40................2......

40_4__________22222_____55555666 ....40................2........4

40440______22222__44__55________ .40................2........40..

______222222_4444000________3___ ...............2........40......

_____2222__4440000______________ ............2........40.........

___________0________________1111 .........2........40............

_____________________________211 ......2........40...............

555555555_______3________2222222 ...2........40..................

5555555____333_______33332222222 ........40....................3.

5___333333300____333333333222222 .....40....................3....

33333333333333333333333444000___ ..40....................3......4

30330000_3333333333344400_______ 0....................3......40..

33333333333333333444____________ ..................3......40.....

__3333333333334_________________ ..............3......40........2

_3333333333444_________222222222 ...........3......40........2...

233334444_________22222222444444 ........3......40........2......

4__4_________22222222____00_____ .....3......40........2.......40

40040___________________________ 4...............................

_000___________00000000000000000 ................................

_00__________0000000000000000000 ..............................0.

_00__________0000000000000000000 ...........................0....

_00000______00000000000000000000 ........................0.......

_000_0_____000000000000000000000 .....................0..........

_000000__00000000000000000000000 ..................0.............

0000000_0000000000000000000_____ ..............0.................

00000000000000000000000_________ ...........0....................

000000000000000000______________ ........0.......................

00000000000000__________________ .....0..........................

00000000000000__________________ ..0.............................

____________________________1111 ................................

_____________________________111 ................................

_____________________________111 ...............................1

________________________11111111 ............................1...

______________________111111__44 ........................1.......

___________________11111__444440 .....................1..........

_________________11111___4444444 ..................1...........4.

______________111111___44444444_ ...............1...........4....

___________111111___4444444_____ ............1...........4.......

________11111___4444440_________ ........1...........4...........

____111111___4444444____________ .....1...........4..............

111111____444444________________ ..1...........4.................

111_____444444__________________ ...........4....................

____4444444_____________________ ........4.......................

44444444________________________ ....4...........................

_0__________________00__________ .4..............................

3034_______________________22222 ................................

___________________3____________ ..............................0.

________________________________ ...........................0....

________________________________ ........................0.......

_________3333___________________ .....................0..........

_____3333_______________________ .................0..............

_333333_________________________ ..............0.................

3333____________________________ ...........0....................

________________________________ ........0.......................

_0______________________________ .....0..........................

_0______________________________ .0..............................

_______________________222222222 ................................

_0_________________________33333 ................................

000_______________________333333 0...............................

____________________________0000 ............................0...

_____________________________111 .........................0......

_____________________________333 ......................0.........

_0_________________________3333_ ...................0............

________________________________ ...............0................

________________________________ ............0...................

________________________________ .........0......................

_00_____________________________ ......0.........................

__0_____________________________ ...0............................

__0_____________________________ ................................

0000000_________________________ ................................

________________________33333333 ................................

_______________________333333333 ................................

____________________333333333333 ................................

________________________33333333 ............................1...

_______________________111111111 .........................1......

____________________111111333444 ......................1.........

_________________111111__4444444 ..................1.............

_______________111111__444444444 ...............1................

____________111113__444444444___ ............1................4..

20______________________________ .0..............................

__________________333333________ ................................

_______5555____________1111111__ ......3....4.............1......

5_55555___________111111____4444 ...3....4.............1.........

555555__________11111____4444444 3....4.............1..........40

55__________111111____4444444___ ..4.............1..........40...

__________11111____4444444_____1 .............1..........40......

_______11111_____444444____11111 .........1..........40..........

____11111_____44444_____________ ......1..........40.............

111111_____4444_________________ ...1..........40................

11______4444____________22222222 1..........40...................

____44444_____________2222222222 ........40......................

4_444_______________222222222222 ....40.......................2..

40_4_____________222222222444444 .40.......................2.....

40000________2222222222440000___ .......................2........

00_____222222222222200000055____ ....................2.........40

00_2_22222222222200000___3333333 .................2.........40...

2022222222222200000_333333333333 .............2.........40.......

2222222222333333333333330000___0 ..........2.........40..........

22222223333333333330000000___333 .......2.........40.............

22222333333333300000000___333333 ....2.........40................

22220223333_0000000_____33333333 .2.........40...................

2022_________________22333333333 .......40.......................

00_____________22222222233333333 ....40..........................

20__________22222222222233333333 .40.............................

___________________________33333 ................................

__________________33333333______ ................................

________________3333333_________ ................................

___________________2222223333333 ................................

________________3333334444111111 ................................

________________________11111111 ..............................3.

________________________11111111 ...........................3...4

______________________3333__4444 ........................3...40..

___________________3333344444444 .....................3...40.....

______________333333334444444___ .................3...40.........

___________333333334444444______ ..............3...40............

________33333334444444__________ ...........3...40...............

______3333333444444____________1 ........3...40..................

_3333333333444444_______________ .....3...40.....................

333333334444444_________________ .3...40.........................

333344444444____________________ ..40............................

4444444_________________________ 0...............................

40______________________________ ................................

_0________________333____0000___ ................................

________________________________ ................................

_____________________________111 ................................

____________________________1111 ................................

_____________________________111 ................................

________________________________ ................................

___________________________33333 ................................

__________________________111111 ..............................0.

________________________11111111 ..........................0.....

___________________________11111 .......................0........

_________________________1111111 ....................0...........

__________________________111111 .................0..............

4________________________1111111 ..............0.................

44_4________________________1111 ..........0.....................

____________________________1111 .......0........................

________________________22222222 ....0...........................

________________________________ .0..............................

___________________________11111 .............................3..

___________________________11111 ..........................3.....

____________________________1111 .......................3.....4..

_________22________________11111 ....................3.....4.....

____________________________1111 .................3.....4........

______________________________11 .............3.....4............

4022_2222222222__0000000000_____ ..40........2.......40..........

2222222222220000000000000_______ 0........2.......40.............

22222222200002220000000_________ ......2.......40................

22222__22222222000000___________ ...2.......40...................

02__222222220000000_____________ .......40.......................

0022222222000000_______________3 ....40..........................

22222220000000__________________ .40.............................

_0_________33333333_4444_1111111 ................................

___2__2___________________222222 ...............................3

_232333333333333________________ ...........................3...4

333333333333____________________ ........................3...40..

3034_44_________________________ .....................3...40.....

3034444_________________________ ..................3...40........

403_____________________________ ...............3...40...........

303_____33______________________ ...........3...40...............

40_4_4__________________________ ........3...40..................

4034444_________________________ .....3...40.....................

40340_00000___________00____1111 ..3...40........................

00000000000000000000000000000000 ...40...........................

0000000000000000000000000000____ 0...............................

______________111111___4440000__ .3....40..........1.........40..

____________11111___440000_____3 ..40..........1.........40......

________111111___440000___333333 0..........1.........40.........

_____11111____44000____333333333 ........1.........40...........3

__11111_____4000_____33333333333 .....1.........40...........3...

1111_____4000______3333333333333 ..1.........40...........3......

_____44000______3333333333333333 ........40...........3.......4..

__44000______3333333333344___333 .....40...........3.......4.....

________333333333333344000______ ..40...........3.......4........

____33333333333333444444________ 0...........3.......4...........

_333333333333333444400__________ .........3.......4..............

3333333333333344444_____________ .....3.......4..................

3333333333334444________________ ..3.......4.....................

3333333344444___________________ .......4........................

33334444444_____________________ ....4...........................

33344444_____________________111 .4..............................

_______________________1111111__ .............................1..

____________________111111______ .........................1......

_________________1111111_______4 ......................1.........

_______________1111111____444444 ...................1.........40.

____________1111111____44444444_ ................1.........40....

_________111111_____4444444____1 .............1.........40.......

_____1111111_____4444444________ .........1.........40...........

__1111111_____4444444___________ ......1.........40..............

11111______4444444______________ ...1.........40.................

111______444444_________________ 1.........40....................

______444444____________________ .......40.......................

___444444_______________________ ...40...........................

40______________________________ 40..............................

________________________________ ................................

________________________________ ................................

________________________________ ................................

_0_________________________11111 ................................

_0______________________________ ................................

0000_______________3333333334333 ................................

_____________________333333333__ ................................

_0_____________________000000000 ................................

____________________________1666 ................................

________________________________ .0..............................

___________________000_______111 ................................

_222222222222222222222__________ ................................

00_____________11111____44444111 ................................

__________4__11111____44444_____ ................................

2222222222222222222222__________ ..............................13

____________33333333___222222222 ...................3....40......

__________3333333_______22222222 ................3....40.........

______________________2222222222 .............3....40............

___________________2222222222222 ..........3....40...............

__33_____________222223333322222 ......3....40...................

_____________2222233333____22222 ...3....40......................

_0000____222222233333___22222222 3....40......................2..

_____2222222333333____2222222222 ..40......................2.....

222222223333333____2222222222222 0......................2.......4

403333333333333__222222222344444 ...................2.......40...

33333333333332222222222444444444 ................2.......40......

333333333333222222234444444_____ .............2.......40.........

3333333222222224440000__________ ..........2.......40............

223222222224440000______________ .......2.......40...............

222222224440000_________________ ...2.......40...................

222224440000____________________ 2.......40......................

22340000000_____________________ .....40.........................

00000000________________________ ..40............................

000000000_______________________ 0...............................

40_____333333333333333333_______ .............................3..

33333333333333333333333_0_______ ..........................3...40

3333333333333333333300000_______ .......................3...40...

33333333333333333300000_________ ....................3...40......

333333333333333000000___________ ................3...40..........

3333333333333000000_____________ .............3...40.............

3333333333300000________________ ..........3...40................

3333333330000___________________ .......3...40...................

33333300000_____________________ ....3...40......................

30340000________________________ 3...40..........................

30440___________________________ .40.............................

__________________________222222 ................................

_________________________2222222 ................................

_______________333_______2222222 ..............................0.

_________________________2222222 ...........................0...0

_________2222222222_____________ .0..............................

22222___________22222__333333333 ..............................1.

______________________3111111114 ...........................1....

___________________1111111___444 .......................1........

________________111111___4440000 ....................1.........4.

_____________111111____444000000 .................1.........4....

___________111111___44444444____ ..............1.........4.......

________11111____44440000_______ ...........1.........4..........

____111111____44440000__________ .......1.........4..............

_111111____4444000______________ ....1.........4.................

111_____4440000_________________ .1.........4....................

1_____444400____________________ ........4.......................

___444440_______________________ .....4..........................

404400__________________________ .4..............................

_0______________________________ ................................

_0__________________________1111 ................................

_________________________6666666 ................................

________________________1111111_ ..............................1.

_____________________1111111____ ...........................1....

__________________1111111______4 .......................1.......4

_______________1111111____444444 ....................1.......40..

____________1111111____44440000_ .................1.......40.....

_________1111111____4444444_____ ..............1.......40........

______1111111____4444400________ ...........1.......40...........

___111111_____444444____________ .......1.......40...............

111111______44440_______________ ....1.......40..................

111______44400______________4444 .1.......40.....................

______44400_____________________ ......40........................

__44444__________________4444411 ...40.........................1.

4_44________________444411111111 0.........................1.....

_00______22222222222444000003333 ................2.....40.3....40

_0____22222222222244400000______ .............2.....40.3....40...

_22222222222224433444440________ ..........2.....40.3....40......

22222222223333333344444_________ .......2.....40.3....40.........

222222333333333344444___________ ...2.....40.3....40.............

233333333333344440______________ 2.....40.3....40................

_33333333334444_________________ ...40.3....40................1..

3333333334444___________11111___ 40.3....40................1.....

33333334444_________1111111__444 3....40................1........

330000___________111111___440000 .40................1............

400000_________111111___44000000 ................1............40.

400000000___111111____400000000_ .............1............40....

000000000111111____40000000_____ ..........1............40.......

000000111111____400000___3333333 .......1............40.........3

00011111_____40000______33333333 ...1............40.........3....

1111_____40000________3333333333 1............40.........3.......

11____400000________333333333333 ..........40.........3..........

_4400000_________333333333333333 .......40.........3...........4.

40040_________333333333334444443 ....40.........3...........4....

_________33333333333334440000__3 40.........3...........4........

________33333333333440000______3 ........3...........4...........

______3333333333440000____333333 .....3...........4..............

2223333333333440000___3333______ ..3...........4.................

233333333344000__333333_________ ...........4....................

33333333000_333333333444________ .......4........................

3333300033333333334444__________ ....4...........................

403_333333333334444_____________ .4..............................

_________________________3333333 ................................

3333________________3333344_____ ................................

4034_44_________2233334444______ ..............................0.

40____________33333300__________ ..........................0.....

_0______________________33333333 .......................0........

______________________3333333333 ....................0.........1.

2222__________________3333333333 .................0.........1....

0____________________31111113344 ..............0.........1.......

30_______________111111133333311 ..........0.........1...........

_______________11111133_44444444 .......0.........1..............

____________111111___44444444___ ....0.........1................4

_________111111____4444444______ .0.........1................40..

_______111111___44444444________ ........1................40.....

____111111____4444444___________ ....1................40.........

_111111____4444444________111111 .1................40............

111______444444_____________1111 ...............40...............

_____444444___________________1_ ............40..................

___44___________________________ .........40.....................

40_4____________________________ .....40.........................

40__________________________3333 ..40............................

_________________________3333333 0...............................

________________________________ ...............................2

_3_3____________________________ ............................2...

3___________________________3333 ........................2...40..

000_____________________33333333 .....................2...40.....

______________________3333333333 ..................2...40........

______________________3333333333 ...............2...40...........

____________________222233333333 ............2...40..............

_0________________22222333344444 ........2...40..................

_0____________________3333333333 .0..............................

_0______________3333333333333333 ................................

_____________3333333333_____1111 ................................

___________________________33333 ................................

______________22_________3333333 ................................

_________________________1111111 ................................

_________________________1111111 .............................1..

______________________11111_4444 ..........................1.....

3333333333333333333300000_______ .......................3...40...

33333333333333333300000_________ ....................3...40......

333333333333333000000___________ ................3...40..........

3333333333333000000_____________ .............3...40.............

3333333333300000________________ ..........3...40................

3333333330000___________________ .......3...40...................

33333300000_____________________ ....3...40......................

30340000________________________ 3...40..........................

30440___________________________ .40.............................

__________________________222222 ................................

_________________________2222222 ................................

_______________333_______2222222 ..............................0.

_________________________2222222 ...........................0...0

_________2222222222_____________ .0..............................

22222___________22222__333333333 ..............................1.

______________________3111111114 ...........................1....

___________________1111111___444 .......................1........

________________111111___4440000 ....................1.........4.

_____________111111____444000000 .................1.........4....

___________111111___44444444____ ..............1.........4.......

________11111____44440000_______ ...........1.........4..........

____111111____44440000__________ .......1.........4..............

_111111____4444000______________ ....1.........4.................

111_____4440000_________________ .1.........4....................

1_____444400____________________ ........4.......................

___444440_______________________ .....4..........................

404400__________________________ .4..............................

_0______________________________ ................................

_0__________________________1111 ................................

_________________________6666666 ................................

________________________1111111_ ..............................1.

_____________________1111111____ ...........................1....

__________________1111111______4 .......................1.......4

_______________1111111____444444 ....................1.......40..

____________1111111____44440000_ .................1.......40.....

_________1111111____4444444_____ ..............1.......40........

______1111111____4444400________ ...........1.......40...........

___111111_____444444____________ .......1.......40...............

111111______44440_______________ ....1.......40..................

111______44400______________4444 .1.......40.....................

______44400_____________________ ......40........................

__44444__________________4444411 ...40.........................1.

4_44________________444411111111 0.........................1.....

_________________3441111111___44 .......................1........

_______________441111111__444000 ....................1........4..

____________44111111____44444444 .................1........4.....

_____444444111111____4444444____ ..............1........4........

3__334444111111____444444_______ ..........1........4............

_____111111____444444___________ .......1........4...............

__11111____444444_______________ ....1........4..................

1111_____44444__________________ .1........4.....................

_____444444_____________________ .......4........................

_444444_________________________ ...4............................

40______________________________ 4...............................

_____________________66666666666 ..............................0.

_____________________66666666666 ...........................0....

_____________________66666666666 ........................0.......

______________________6666666666 ....................0...........

_____________________66666666666 .................0..............

_____________________02222223333 ..............0.................

_____________________22222233333 ...........0....................

___________________2222223333333 ........0.......................

________________2222222233333333 ....0...........................

_____________2222222233333333333 .0..............................

4444444_________________________ 0...............................

40______________________________ ................................

_0________________333____0000___ ................................

________________________________ ................................

_____________________________111 ................................

____________________________1111 ................................

_____________________________111 ................................

________________________________ ................................

___________________________33333 ................................

__________________________111111 ..............................0.

________________________11111111 ..........................0.....

___________________________11111 .......................0........

_________________________1111111 ....................0...........

__________________________111111 .................0..............

4________________________1111111 ..............0.................

44_4________________________1111 ..........0.....................

____________________________1111 .......0........................

________________________22222222 ....0...........................

________________________________ .0..............................

___________________________11111 .............................3..

___________________________11111 ..........................3.....

____________________________1111 .......................3.....4..

